epoch	time	lr	train loss	test loss	train acc(multi)	test acc(multi)
0	0:0	0.1	2.97	2.8	11.708||	15.78
1	0:0	0.1	2.73	2.71	18.742||	18.23
2	0:0	0.1	2.62	2.6	21.736||	20.24
3	0:0	0.1	2.54	2.5	23.882||	23.68
4	0:0	0.1	2.51	2.45	25.02||	26.21
5	0:0	0.1	2.47	2.49	26.014||	25.49
6	0:0	0.1	2.45	2.39	26.914||	27.65
7	0:0	0.1	2.43	2.41	27.436||	26.47
8	0:0	0.1	2.41	2.38	28.056||	27.19
9	0:0	0.1	2.39	2.31	28.556||	29.32
10	0:0	0.1	2.38	2.3	28.994||	29.83
11	0:0	0.1	2.37	2.36	29.446||	28.75
12	0:0	0.1	2.35	2.33	30.038||	29.27
13	0:0	0.1	2.34	2.32	30.042||	29.16
14	0:0	0.1	2.35	2.34	30.004||	29.98
15	0:0	0.1	2.35	2.32	29.914||	28.52
16	0:0	0.1	2.33	2.32	30.148||	29.16
17	0:0	0.1	2.33	2.31	30.422||	30.59
18	0:0	0.1	2.32	2.29	30.824||	30.42
19	0:0	0.1	2.32	2.26	30.748||	31.7
20	0:0	0.1	2.31	2.31	30.868||	30.15
21	0:0	0.1	2.32	2.3	30.57||	29.51
22	0:0	0.1	2.3	2.35	31.048||	28.08
23	0:0	0.1	2.3	2.29	31.41||	30.45
24	0:0	0.1	2.3	2.35	31.624||	28.27
25	0:0	0.1	2.29	2.29	31.704||	30.17
26	0:0	0.1	2.3	2.29	31.45||	31.36
27	0:0	0.1	2.29	2.3	31.652||	29.93
28	0:0	0.1	2.29	2.28	31.428||	30.6
29	0:0	0.1	2.29	2.28	31.39||	31.13
30	0:0	0.1	2.29	2.3	31.588||	30.39
31	0:0	0.1	2.28	2.27	31.936||	30.46
32	0:0	0.1	2.29	2.25	31.838||	31.46
33	0:0	0.1	2.28	2.26	32.086||	32.01
34	0:0	0.1	2.27	2.24	32.18||	32.12
35	0:0	0.1	2.28	2.24	31.76||	32.42
36	0:0	0.1	2.28	2.29	31.974||	30.37
37	0:0	0.1	2.27	2.27	32.076||	30.98
38	0:0	0.1	2.28	2.25	31.9||	31.17
39	0:0	0.1	2.27	2.29	32.426||	30.5
40	0:0	0.01	2.19	2.15	34.332||	34.9
41	0:0	0.01	2.14	2.13	35.824||	35.12
42	0:0	0.01	2.12	2.13	36.246||	35.52
43	0:0	0.01	2.11	2.1	36.98||	36.18
44	0:0	0.01	2.09	2.07	37.646||	36.85
45	0:0	0.01	2.06	2.09	38.232||	37.14
46	0:0	0.01	2.06	2.05	38.448||	37.84
47	0:0	0.01	2.04	2.04	38.656||	38.23
48	0:0	0.01	2.04	2.04	38.878||	38.97
49	0:0	0.01	2.02	2.06	39.13||	37.1
50	0:0	0.01	2.02	2.01	39.314||	39.04
51	0:0	0.01	2.0	2.03	39.434||	37.71
52	0:0	0.01	2.0	2.02	39.874||	38.34
53	0:0	0.01	2.0	2.02	40.088||	39.16
54	0:0	0.01	1.98	1.99	40.52||	39.48
55	0:0	0.01	1.98	2.0	40.144||	39.24
56	0:0	0.01	1.98	2.0	40.404||	38.98
57	0:0	0.01	1.97	2.01	40.57||	38.74
58	0:0	0.01	1.97	2.01	40.868||	38.58
59	0:0	0.01	1.97	1.99	40.888||	39.56
60	0:0	0.01	1.96	1.97	40.636||	40.02
61	0:0	0.01	1.95	1.97	41.416||	40.19
62	0:0	0.01	1.96	1.97	41.0||	40.3
63	0:0	0.01	1.95	1.98	41.462||	39.48
64	0:0	0.01	1.95	1.97	41.398||	39.61
65	0:0	0.01	1.94	1.98	41.542||	39.41
66	0:0	0.01	1.93	1.97	41.958||	40.1
67	0:0	0.01	1.93	1.95	41.45||	40.42
68	0:0	0.01	1.93	1.98	41.896||	39.95
69	0:0	0.01	1.93	1.95	41.93||	40.86
70	0:0	0.01	1.91	1.96	42.616||	40.67
71	0:0	0.01	1.91	1.95	42.33||	40.65
72	0:0	0.01	1.92	1.93	42.28||	41.47
73	0:0	0.01	1.92	1.97	42.092||	40.46
74	0:0	0.01	1.91	1.93	42.498||	41.23
75	0:0	0.01	1.91	1.93	42.462||	41.27
76	0:0	0.01	1.92	1.93	42.186||	41.17
77	0:0	0.01	1.9	1.95	43.272||	40.92
78	0:0	0.01	1.9	1.93	42.578||	41.32
79	0:0	0.01	1.9	1.94	42.872||	40.71
80	0:0	0.001	1.89	1.94	42.874||	40.8
81	0:0	0.001	1.89	1.93	42.794||	41.45
82	0:0	0.001	1.89	1.96	43.008||	40.96
83	0:0	0.001	1.9	1.93	43.02||	41.41
84	0:0	0.001	1.88	1.92	43.666||	41.4
85	0:0	0.001	1.89	1.92	42.728||	41.17
86	0:0	0.001	1.89	1.91	43.242||	41.53
87	0:0	0.001	1.88	1.93	43.396||	41.64
88	0:0	0.001	1.87	1.92	43.418||	41.46
89	0:0	0.001	1.88	1.91	43.368||	41.94
